query,job-light,cardinality,tables,sketch,sketch_err,approx_sketch,approx_sketch_err,upper_sketch,upper_sketch_err,signed,signed_err,approx_signed,approx_signed_err,upper_signed,upper_signed_err,unbiased,unbiased_err,approx_unbiased,approx_unbiased_err,upper_unbiased,upper_unbiased_err,counts,counts_err,approx_counts,approx_counts_err,upper_counts,upper_counts_err,cmm,cmm_err,approx_cmm,approx_cmm_err,upper_cmm,upper_cmm_err,joint,joint_err,compass,compass_err,approx_compass,approx_compass_err,upper_compass,upper_compass_err,ccmm,ccmm_err,approx_ccmm,approx_ccmm_err,upper_ccmm,upper_ccmm_err,sketch_time,model_time
"SELECT COUNT(*) FROM title t, movie_companies mc WHERE t.id=mc.movie_id AND mc.company_type_id=2;",0,1334883,2,1371393.0,1.027350664138794,403796.84375,3.305828332901001,403796.84375,3.305828332901001,1655506.0,1.2401881217956543,1080217.125,1.235754370689392,1080217.125,1.235754370689392,1371393.0,1.027350664138794,403796.84375,3.305828332901001,403796.84375,3.305828332901001,412640224.0,309.1208801269531,412183872.0,308.7790222167969,412183872.0,308.7790222167969,901930.0,1.4800294637680054,670432.625,1.991076946258545,670432.625,1.991076946258545,3375000707496.0,2528312.0,1371393.0,1.027350664138794,403796.84375,3.305828332901001,403796.84375,3.305828332901001,687192.6875,1.9425163269042969,200521.1875,6.657066822052002,200521.1875,6.657066822052002,1098869288.0,128697837.0
"SELECT COUNT(*) FROM movie_info_idx mi_idx, movie_companies mc, title t WHERE t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;",2,47,3,-2031.0,47.0,281.5365905761719,5.990140438079834,129.14462280273438,2.747757911682129,14760.0,314.04254150390625,722.3082885742188,15.368261337280273,357.4566650390625,7.605461120605469,-11083.0,47.0,73.62477111816406,1.5664844512939453,5.894842147827148,7.973072052001953,1943690.0,41355.10546875,5855157.5,124577.8203125,2657816.5,56549.2890625,9681.5068359375,205.989501953125,384.7371520996094,8.185896873474121,188.05296325683594,4.001126766204834,130707071269500.0,2781001516372.3403,11083.0,235.8085174560547,73.62477111816406,1.5664844512939453,5.894842147827148,7.973072052001953,1467.3411865234375,31.22002601623535,53.87498474121094,1.1462762355804443,21.29444122314453,2.207148790359497,272880032.0,31114279.0
"SELECT COUNT(*) FROM title t, movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>2000 AND mc.company_type_id=2;",3,620001,2,844383.0,1.361905813217163,895739.25,1.4447383880615234,116788.7421875,5.308739185333252,1126641.0,1.8171600103378296,2417590.0,3.8993325233459473,332813.78125,1.8629066944122314,844383.0,1.361905813217163,895739.25,1.4447383880615234,116788.7421875,5.308739185333252,225493056.0,363.6978759765625,1801308672.0,2905.331787109375,233803664.0,377.1020812988281,683916.5,1.1030893325805664,1933239.75,3.1181235313415527,268342.21875,2.310486316680908,1844076790116.0,2974312.6061345064,844383.0,1.361905813217163,895739.25,1.4447383880615234,116788.7421875,5.308739185333252,419277.28125,1.4787373542785645,464551.40625,1.334623098373413,59861.09765625,10.357327461242676,579423408.0,39516840.0
"SELECT COUNT(*) FROM movie_info_idx mi_idx, movie_companies mc WHERE mc.movie_id = mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2;",3,22,2,70.0,3.1818182468414307,6.101586818695068,3.605619430541992,6.101586818695068,3.605619430541992,156.0,7.090909004211426,10.80960464477539,2.035227060317993,10.80960464477539,2.035227060317993,70.0,3.1818182468414307,6.101586818695068,3.605619430541992,6.101586818695068,3.605619430541992,1639.0,74.5,1632.7750244140625,74.21704864501953,1632.7750244140625,74.21704864501953,173.58746337890625,7.890339374542236,7.4983906745910645,2.933962821960449,7.4983906745910645,2.933962821960449,13348830.0,606765.0,70.0,3.1818182468414307,6.101586818695068,3.605619430541992,6.101586818695068,3.605619430541992,94.5272216796875,4.29669189453125,3.3029348850250244,6.660743236541748,3.3029348850250244,6.660743236541748,156284103.0,14521200.0
"SELECT COUNT(*) FROM movie_info_idx mi_idx, title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND t.production_year>2000;",3,6,2,-5.0,6.0,5.472158908843994,1.0964593887329102,0.7161263823509216,6.0,49.0,8.166666984558105,19.47378921508789,3.245631456375122,2.681267023086548,2.237748146057129,-5.0,6.0,5.472158908843994,1.0964593887329102,0.7161263823509216,6.0,1634.0,272.3333435058594,13492.9306640625,2248.82177734375,1751.336181640625,291.8893737792969,68.238525390625,11.373087882995605,14.524248123168945,2.420707941055298,2.0112950801849365,2.983152389526367,13814520.0,2302420.0,33.0,5.5,5.472158908843994,1.0964593887329102,0.7161263823509216,6.0,25.663484573364258,4.277247428894043,2.253265142440796,2.6628024578094482,0.29201990365982056,6.0,440963777.0,36245353.0
"SELECT COUNT(*) FROM movie_info_idx mi_idx, movie_companies mc, title t WHERE t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;",3,16,3,-2188.0,16.0,90.7269058227539,5.670431613922119,11.911796569824219,1.3432062864303589,1715.0,107.1875,365.8408508300781,22.865053176879883,49.58681106567383,3.0991756916046143,514.0,32.125,-34.80012512207031,16.0,-6.539644241333008,16.0,270751.0,16921.9375,2203633.5,137727.09375,286023.96875,17876.498046875,706.3578491210938,44.14736557006836,174.9795379638672,10.9362211227417,23.66744613647461,1.479215383529663,18440767901160.0,1152547993822.5,689.0,43.0625,34.80012512207031,2.1750078201293945,6.539644241333008,2.4466161727905273,586.7582397460938,36.67238998413086,21.80695915222168,1.362934947013855,2.641603469848633,6.05692720413208,580439688.0,44066486.0
"SELECT COUNT(*) FROM title t, movie_companies mc WHERE t.id=mc.movie_id;",4,2609129,2,2712837.0,1.0397480726242065,2712837.0,1.0397480726242065,2712837.0,1.0397480726242065,3494044.0,1.3391610383987427,3494044.0,1.3391610383987427,3494044.0,1.3391610383987427,2712837.0,1.0397480726242065,2712837.0,1.0397480726242065,2712837.0,1.0397480726242065,806505280.0,309.1090087890625,806505280.0,309.1090087890625,806505280.0,309.1090087890625,1967206.25,1.3263119459152222,1967206.25,1.3263119459152222,1967206.25,1.3263119459152222,6596692160248.0,2528312.0,2712837.0,1.0397480726242065,2712837.0,1.0397480726242065,2712837.0,1.0397480726242065,1356538.625,1.9233723878860474,1356538.625,1.9233723878860474,1356538.625,1.9233723878860474,1053145051.0,0.0
"SELECT COUNT(*) FROM movie_keyword mk, movie_companies mc WHERE mc.movie_id = mk.movie_id AND mk.keyword_id=117;",4,148552,2,111525.0,1.3320062160491943,51925.88671875,2.860846757888794,51925.88671875,2.860846757888794,298559.0,2.0097944736480713,187533.203125,1.2624077796936035,187533.203125,1.2624077796936035,111525.0,1.3320062160491943,51925.88671875,2.860846757888794,51925.88671875,2.860846757888794,13375669.0,90.04031372070312,13336384.0,89.77586364746094,13336384.0,89.77586364746094,238994.5625,1.6088275909423828,148034.5625,1.0034953355789185,148034.5625,1.0034953355789185,109165957360.0,734866.9648338628,111525.0,1.3320062160491943,51925.88671875,2.860846757888794,51925.88671875,2.860846757888794,57859.59765625,2.5674564838409424,23231.53125,6.394412994384766,23231.53125,6.394412994384766,304207516.0,9170246.0
"SELECT COUNT(*) FROM movie_keyword mk, title t WHERE t.id=mk.movie_id AND mk.keyword_id=117;",4,41840,2,44989.0,1.0752629041671753,20920.361328125,1.9999654293060303,20920.361328125,1.9999654293060303,125231.0,2.9930927753448486,79089.578125,1.8902863264083862,79089.578125,1.8902863264083862,44989.0,1.0752629041671753,20920.361328125,1.9999654293060303,20920.361328125,1.9999654293060303,12930676.0,309.0505676269531,12920361.0,308.8040466308594,12920361.0,308.8040466308594,83001.9296875,1.9837937355041504,52023.125,1.2433825731277466,52023.125,1.2433825731277466,105784574080.0,2528312.0,44989.0,1.0752629041671753,20920.361328125,1.9999654293060303,20920.361328125,1.9999654293060303,22189.40234375,1.8855847120285034,10437.669921875,4.0085577964782715,10437.669921875,4.0085577964782715,961685297.0,7346315.0
"SELECT COUNT(*) FROM movie_keyword mk, movie_companies mc, title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=117;",4,148552,3,212556.0,1.4308525323867798,366664.25,2.4682552814483643,366664.25,2.4682552814483643,6008202.0,40.44511032104492,3719264.0,25.036781311035156,3719264.0,25.036781311035156,1201256.0,8.086434364318848,158032.65625,1.063820481300354,158032.65625,1.063820481300354,4140602624.0,27873.0859375,4124993280.0,27768.009765625,4124993280.0,27768.009765625,2134292.75,14.367310523986816,1314301.625,8.847417831420898,1314301.625,8.847417831420898,2.7600559998477632e+17,1857972965593.0334,1201256.0,8.086434364318848,308155.1875,2.074392795562744,308155.1875,2.074392795562744,72897.625,2.0378167629241943,30553.078125,4.862096309661865,30553.078125,4.862096309661865,1185156239.0,7325903.0
"SELECT COUNT(*) FROM movie_info mi, title t WHERE t.id=mi.movie_id AND t.production_year>2005;",5,4922359,2,5762762.0,1.170731782913208,3591825.0,1.3704339265823364,687523.3125,7.159552097320557,10447095.0,2.122375726699829,15221810.0,3.092381000518799,3034541.5,1.6221095323562622,5762762.0,1.170731782913208,3591825.0,1.3704339265823364,687523.3125,7.159552097320557,1837033088.0,373.2017822265625,11007227904.0,2236.169189453125,2006603392.0,407.6507568359375,7503498.0,1.5243703126907349,12752692.0,2.590768337249756,2564028.0,1.9197758436203003,15027382666680.0,3052882.300271069,5762762.0,1.170731782913208,3591825.0,1.3704339265823364,687523.3125,7.159552097320557,2876808.0,1.7110488414764404,2212329.0,2.2249670028686523,419772.96875,11.726241111755371,1105775339.0,46735431.0
"SELECT COUNT(*) FROM movie_keyword mk, title t WHERE t.id=mk.movie_id AND t.production_year>2005;",5,1253091,2,1940337.0,1.5484405755996704,937669.3125,1.3363890647888184,172381.828125,7.269275665283203,6026247.0,4.80910587310791,9965135.0,7.9524431228637695,1982903.0,1.582409381866455,1940337.0,1.5484405755996704,937669.3125,1.3363890647888184,172381.828125,7.269275665283203,560062912.0,446.94512939453125,3356266496.0,2678.39013671875,611833728.0,488.2596130371094,4849492.0,3.870023727416992,8638266.0,6.893566608428955,1734336.375,1.3840466737747192,4582374651670.0,3656857.045234544,1940337.0,1.5484405755996704,937669.3125,1.3363890647888184,172381.828125,7.269275665283203,1155021.5,1.084907054901123,456044.5625,2.7477378845214844,82966.25,15.103623390197754,449397047.0,25597045.0
"SELECT COUNT(*) FROM movie_keyword mk, movie_info mi WHERE mi.movie_id = mk.movie_id;",5,235420417,2,10796568.0,21.80511474609375,10796568.0,21.80511474609375,10796568.0,21.80511474609375,120385408.0,1.9555561542510986,120385408.0,1.9555561542510986,120385408.0,1.9555561542510986,10796568.0,21.80511474609375,10796568.0,21.80511474609375,10796568.0,21.80511474609375,8196952064.0,34.818355560302734,8196952064.0,34.818355560302734,8196952064.0,34.818355560302734,105161816.0,2.238649368286133,105161816.0,2.238649368286133,105161816.0,2.238649368286133,67115758779600.0,285088.9469777806,10796568.0,21.80511474609375,10796568.0,21.80511474609375,10796568.0,21.80511474609375,6923676.5,34.002227783203125,6923676.5,34.002227783203125,6923676.5,34.002227783203125,905542350.0,0.0
"SELECT COUNT(*) FROM movie_keyword mk, title t, movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>2005;",5,62682311,3,-26556324.0,62682311.0,-52336736.0,62682311.0,-7877742.0,62682311.0,1272550144.0,20.30158233642578,1620320640.0,25.849727630615234,323379680.0,5.159026145935059,-464572608.0,62682311.0,-2097651072.0,62682311.0,-422331456.0,62682311.0,1016272257024.0,16213.0625,6082864349184.0,97042.7578125,1108901101568.0,17690.814453125,568944704.0,9.076639175415039,848807872.0,13.541425704956055,169797712.0,2.7088615894317627,6.7982827267273654e+19,1084561596129.9457,464572608.0,7.4115424156188965,2097651072.0,33.46480178833008,422331456.0,6.737649440765381,20411716.0,3.0708985328674316,61422424.0,1.0205118656158447,13242910.0,4.733273506164551,1227711147.0,26047760.0
"SELECT COUNT(*) FROM movie_info mi, title t WHERE t.id=mi.movie_id AND t.production_year>2010;",6,1726523,2,2259828.0,1.308889627456665,655475.0,2.634002923965454,328125.0625,5.261783599853516,5733829.0,3.3210268020629883,2692197.25,1.5593173503875732,1447481.75,1.1927770376205444,2259828.0,1.308889627456665,655475.0,2.634002923965454,328125.0625,5.261783599853516,709881472.0,411.1624755859375,2128080896.0,1232.581787109375,965999744.0,559.505859375,4564081.5,2.643510341644287,2239201.0,1.2969424724578857,1222308.625,1.412509799003601,5810647109520.0,3365519.6655474617,2259828.0,1.308889627456665,655475.0,2.634002923965454,328125.0625,5.261783599853516,998495.25,1.729124903678894,402159.25,4.293132781982422,196430.96875,8.789464950561523,889066207.0,17507756.0
"SELECT COUNT(*) FROM movie_keyword mk, title t WHERE t.id=mk.movie_id AND t.production_year>2010;",6,299534,2,848908.0,2.8340957164764404,182401.734375,1.6421663761138916,83708.1953125,3.5783116817474365,3517222.0,11.742313385009766,1754773.625,5.8583455085754395,946130.375,3.158674478530884,848908.0,2.8340957164764404,182401.734375,1.6421663761138916,83708.1953125,3.5783116817474365,216607936.0,723.1497192382812,648890752.0,2166.334228515625,294541824.0,983.33349609375,3087896.0,10.309000015258789,1514747.625,5.057013988494873,826630.5625,2.7597219944000244,1771869567380.0,5915420.511127285,848908.0,2.8340957164764404,182401.734375,1.6421663761138916,83708.1953125,3.5783116817474365,380751.21875,1.271145224571228,87599.375,3.4193623065948486,38326.9140625,7.815238952636719,256381347.0,17334014.0
"SELECT COUNT(*) FROM movie_keyword mk, movie_info mi WHERE mi.movie_id = mk.movie_id;",6,235420417,2,10796568.0,21.80511474609375,10796568.0,21.80511474609375,10796568.0,21.80511474609375,120385408.0,1.9555561542510986,120385408.0,1.9555561542510986,120385408.0,1.9555561542510986,10796568.0,21.80511474609375,10796568.0,21.80511474609375,10796568.0,21.80511474609375,8196952064.0,34.818355560302734,8196952064.0,34.818355560302734,8196952064.0,34.818355560302734,105161816.0,2.238649368286133,105161816.0,2.238649368286133,105161816.0,2.238649368286133,67115758779600.0,285088.9469777806,10796568.0,21.80511474609375,10796568.0,21.80511474609375,10796568.0,21.80511474609375,6923676.5,34.002227783203125,6923676.5,34.002227783203125,6923676.5,34.002227783203125,926988712.0,0.0
"SELECT COUNT(*) FROM movie_keyword mk, title t, movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>2010;",6,11990578,3,-5099111.0,11990578.0,-17453692.0,11990578.0,-5702059.0,11990578.0,656303232.0,54.73491287231445,284442080.0,23.722131729125977,153426608.0,12.795597076416016,-495980032.0,11990578.0,-366771168.0,11990578.0,-199646160.0,11990578.0,393061924864.0,32780.8984375,1176035131392.0,98079.9375,533841051648.0,44521.7109375,333851744.0,27.84284019470215,150793488.0,12.575998306274414,81377376.0,6.786776542663574,2.6286960778170814e+19,2192301386819.786,495980032.0,41.3641471862793,366771168.0,30.588281631469727,199646160.0,16.650253295898438,18397702.0,1.534346580505371,9227946.0,1.2993767261505127,5480169.5,2.1879940032958984,1036991480.0,17948142.0
"SELECT COUNT(*) FROM movie_info mi, title t WHERE t.id=mi.movie_id AND t.production_year>1990;",7,9092685,2,9795933.0,1.07734215259552,6262096.0,1.452019453048706,890509.875,10.210650444030762,15119902.0,1.662864327430725,26797146.0,2.947110414505005,3634075.75,2.5020625591278076,9795933.0,1.07734215259552,6262096.0,1.452019453048706,890509.875,10.210650444030762,3172090880.0,348.8618469238281,19005595648.0,2090.207275390625,3209383168.0,352.96319580078125,9845557.0,1.0827997922897339,22667834.0,2.4929747581481934,2954128.0,3.0779590606689453,25948134187320.0,2853737.2830269607,9795933.0,1.07734215259552,6262096.0,1.452019453048706,890509.875,10.210650444030762,5016152.0,1.8126813173294067,3622618.5,2.5099756717681885,472804.25,19.231393814086914,1383798697.0,25110479.0
"SELECT COUNT(*) FROM movie_keyword mk, title t WHERE t.id=mk.movie_id AND t.production_year>1990;",7,2742670,2,3395470.0,1.2380162477493286,1787521.625,1.5343421697616577,260070.109375,10.545886993408203,8385884.0,3.0575621128082275,17690998.0,6.450283050537109,2337559.75,1.173304796218872,3395470.0,1.2380162477493286,1787521.625,1.5343421697616577,260070.109375,10.545886993408203,967435520.0,352.73492431640625,5795403776.0,2113.0517578125,978626944.0,356.8154296875,6019890.0,2.19490122795105,15595852.0,5.686375617980957,2005732.5,1.3674155473709106,7912493811830.0,2884960.2073271666,3395470.0,1.2380162477493286,1787521.625,1.5343421697616577,260070.109375,10.545886993408203,1802066.875,1.5219579935073853,854422.5,3.2099695205688477,110110.109375,24.908430099487305,700873624.0,25201897.0
"SELECT COUNT(*) FROM movie_keyword mk, movie_info mi WHERE mi.movie_id = mk.movie_id;",7,235420417,2,10796568.0,21.80511474609375,10796568.0,21.80511474609375,10796568.0,21.80511474609375,120385408.0,1.9555561542510986,120385408.0,1.9555561542510986,120385408.0,1.9555561542510986,10796568.0,21.80511474609375,10796568.0,21.80511474609375,10796568.0,21.80511474609375,8196952064.0,34.818355560302734,8196952064.0,34.818355560302734,8196952064.0,34.818355560302734,105161816.0,2.238649368286133,105161816.0,2.238649368286133,105161816.0,2.238649368286133,67115758779600.0,285088.9469777806,10796568.0,21.80511474609375,10796568.0,21.80511474609375,10796568.0,21.80511474609375,6923676.5,34.002227783203125,6923676.5,34.002227783203125,6923676.5,34.002227783203125,909782181.0,0.0
